cID,msgID,id,last_opened,type,total_opens
24221185,723254,None,2015-04-27 16:01:38-04:00,message,21
24221185,723255,None,2015-04-23 17:32:59-04:00,message,1
24221185,723256,None,2015-04-27 16:01:37-04:00,message,2
24221185,723257,None,2015-04-24 10:14:34-04:00,message,3
24221185,723258,None,2015-04-27 16:01:36-04:00,message,2
24221185,723259,None,2015-04-24 09:45:05-04:00,message,7
24221185,723261,None,2015-04-27 16:01:34-04:00,message,2
24221185,723260,None,2015-04-23 18:37:15-04:00,message,1
24221185,723262,None,2015-04-27 16:01:35-04:00,message,2
24221185,724108,None,2015-04-25 13:43:39-04:00,message,1
24221185,725119,58039891,2015-04-28 10:18:48-04:00,message,4
24221185,732458,58078310,2015-05-07 11:10:28-04:00,message,1
24221185,737307,58093905,,message,0
24221185,741482,58102040,,message,0
24221185,746010,58128861,,message,0
24221185,746011,58128945,,message,0
24221185,746913,58130379,,message,0
24221185,749497,None,2015-05-22 11:17:38-04:00,message,1
24221185,749498,None,2015-05-22 11:31:48-04:00,message,2
24221185,752227,58178027,,message,0
24221185,752228,58178426,,message,0
24221185,753748,58179412,,message,0
24221185,755570,58197368,,message,0
24221185,755571,58197395,,message,0
24221185,760785,58222134,2015-06-05 12:38:22-04:00,message,1
24221185,763611,58241191,2015-06-09 16:31:46-04:00,message,2
24221185,766578,58249114,2015-06-15 10:44:37-04:00,message,4
24221185,768244,58253151,2015-08-03 11:30:59-04:00,message,6
24221185,768245,58253156,2015-06-17 18:44:49-04:00,message,1
24221185,789626,58332464,,message,0
24221185,792009,58349629,2015-07-20 16:27:36-04:00,message,10
24221185,793017,58353714,,message,0
24221185,794134,58357816,,message,0
24221185,794713,58358329,,message,0
24221185,797914,58373770,,message,0
24221185,799007,None,,message,0
24221185,799185,58377801,2015-07-17 09:45:08-04:00,message,3
24221185,799186,58377805,2015-07-14 15:32:27-04:00,message,1
24221185,799426,58377807,,message,0
24221185,801464,None,,message,0
24221185,804553,58400098,2015-07-20 19:41:18-04:00,message,11
24221185,804554,58400360,,message,0
24221185,805673,58406686,,message,0
24221185,806798,58410817,,message,0
24221185,807270,58411577,,message,0
24221185,807272,58411574,,message,0
24221185,807271,58411575,,message,0
24221185,807273,58411573,,message,0
24221185,807448,58411783,,message,0
24221185,807447,58411776,,message,0
24221185,807446,58411777,,message,0
24221185,808066,58427403,2015-07-24 11:47:58-04:00,message,2
24221185,812407,58588844,,message,0
24221185,814668,58614207,,message,0
24221185,814669,58614205,,message,0
24221185,815719,58623003,2015-08-03 18:27:58-04:00,message,16
24221185,815720,58623709,,message,0
24221185,815721,58623884,2015-07-31 18:27:30-04:00,message,1
24221185,815897,58646111,,message,0
24221185,816685,58668025,,message,0
24221185,817994,58688793,2015-08-04 18:20:48-04:00,message,1
24221185,819497,58695430,,message,0
24221185,819498,58695421,,message,0
24221185,819950,58700575,,message,0
24221185,820378,58704704,,message,0
24221185,824194,58777852,2015-08-17 14:13:54-04:00,message,1
24221185,825446,None,2015-08-20 10:36:52-04:00,message,2
24221185,828775,58825315,2015-08-25 14:55:41-04:00,message,1
24221185,831328,58856877,2015-09-04 00:45:00-04:00,message,1
24221185,831985,58858273,,message,0
24221185,832618,58864578,,message,0
24221185,832617,58864570,,message,0
24221185,832620,58864584,,message,0
24221185,832619,58864595,,message,0
24221185,832622,None,,message,0
24221185,832621,58864588,,message,0
24221185,832875,58864977,,message,0
24221185,832876,58864997,,message,0
24221185,832877,58865003,,message,0
24221185,833059,58871172,,message,0
24221185,834562,None,,message,0
24221185,834563,58935785,,message,0
24221185,834561,None,2015-09-08 15:32:56-04:00,message,1
24221185,834564,58935788,,message,0
24221185,834565,58935802,2015-09-04 12:41:20-04:00,message,1
24221185,836682,58977922,,message,0
24221185,846825,59033630,,message,0
24221185,848957,59054835,,message,0
24221185,849382,59059441,,message,0
24221185,852026,59065224,2015-09-23 15:26:04-04:00,message,1
24221185,853891,59072351,2015-09-24 16:11:33-04:00,message,1
24221185,854591,59075915,,message,0
24221185,855061,59076140,,message,0
24221185,855062,59076147,,message,0
24221185,856394,59091268,,message,0
24221185,857530,None,,message,0
24221185,861452,59111920,,message,0
24221185,862682,59125380,,message,0
24221185,867248,59144846,,message,0
24221185,867247,59144841,2015-10-09 10:29:41-04:00,message,2
24221185,867803,59124110,,message,0
24221185,869232,59166289,2015-10-13 15:40:00-04:00,message,2
24221185,872279,59180145,,message,0
24221185,875114,59203726,,message,0
24221185,877168,59208954,,message,0
24221185,877870,59209705,,message,0
24221185,877869,59209699,,message,0
24221185,877868,59209703,,message,0
24221185,878074,59209866,2015-10-22 12:44:52-04:00,message,4
24221185,878075,59209854,,message,0
24221185,881174,59229563,,message,0
24221185,884431,59244956,,message,0
24221185,884855,59250829,,message,0
24221185,886614,59265874,,message,0
24221185,888928,59276282,2015-11-04 14:40:05-05:00,message,2
24221185,888929,59276295,2015-11-04 15:57:06-05:00,message,1
24221185,889648,59281306,,message,0
24221185,901965,59353246,,message,0
24221185,911403,59405765,2015-12-07 11:48:42-05:00,message,1
24221185,921148,59464651,,message,0
24221185,925417,59480963,2015-12-31 11:17:17-05:00,message,9
24221185,928261,59507743,,message,0
24221185,928262,59507839,2015-12-23 19:49:56-05:00,message,2
24221185,928263,59507843,,message,0
24221185,928264,59508068,,message,0
24221185,929637,59577715,,message,0
24221185,930615,59591204,2016-01-07 19:36:23-05:00,message,2
24221185,930862,59596767,2016-01-08 14:30:25-05:00,message,2
24221185,937998,59640596,,message,0
24221185,938663,59659560,,message,0
24221185,943332,59676898,2016-01-22 13:35:40-05:00,message,1
24221185,944573,59883921,2016-01-26 09:45:48-05:00,message,1
24221185,947989,59923886,,message,0
24221185,948522,59948656,,message,0
24221185,951051,59956281,,message,0
24221185,951052,59956290,,message,0
24221185,952401,59960894,,message,0
24221185,954383,59984807,,message,0
24221185,955493,59990530,2016-02-05 10:56:42-05:00,message,1
24221185,955494,59991625,,message,0
24221185,958503,60014558,,message,0
24221185,959642,60023046,,message,0
24221185,961620,60271937,2016-02-12 12:22:41-05:00,message,4
24221185,962808,60401594,,message,0
24221185,962809,60401612,2016-02-16 14:00:21-05:00,message,1
24221185,963985,60414460,,message,0
24221185,965514,60427306,,message,0
24221185,967806,60439967,,message,0
24221185,972520,60483672,,message,0
24221185,978461,60524411,2016-02-29 15:34:07-05:00,message,1
24221185,980881,60530014,2016-03-01 15:57:04-05:00,message,13
24221185,985392,60542023,2016-03-04 12:24:06-05:00,message,4
24221185,985787,60545141,,message,0
24221185,996858,61369444,2016-03-15 11:54:01-04:00,message,1
24221185,1007491,61509172,,message,0
24221185,1007950,61509579,,message,0
24221185,1008628,61522531,,message,0
24221185,1013481,61582956,,message,0
24221185,1013482,61582960,,message,0
24221185,1014838,61588496,,message,0
24221185,1015267,61590513,,message,0
24221185,1021700,61621717,,message,0
24221185,1022369,61622463,,message,0
24221185,1024017,61633520,,message,0
24221185,1024018,61633640,2016-04-08 16:21:24-04:00,message,1
24221185,1024154,61648192,,message,0
24221185,1024230,61648436,2016-04-11 15:09:18-04:00,message,9
24221185,1024633,61654559,2016-04-12 11:18:58-04:00,message,1
24221185,1024636,61654566,,message,0
24221185,1024638,61654571,,message,0
24221185,1024644,61654607,2016-04-12 11:27:33-04:00,message,4
24221185,1037568,61683920,,message,0
24221185,1037569,61683925,,message,0
24221185,1037570,61683927,,message,0
24221185,1037571,61683941,2016-04-18 17:16:29-04:00,message,1
24221185,1037572,61683944,,message,0
24221185,1037573,61683960,,message,0
24221185,1037574,61684002,,message,0
24221185,1037575,61684064,2016-04-19 07:10:55-04:00,message,2
24221185,1038069,61684193,,message,0
24221185,1038070,61684201,,message,0
24221185,1038071,61684215,,message,0
24221185,1038072,61684219,,message,0
24221185,1038073,61684072,,message,0
24221185,1038074,61684318,,message,0
24221185,1041536,61695995,,message,0
24221185,1041537,61696016,,message,0
24221185,1041538,61696025,,message,0
24221185,1041539,61696032,,message,0
24221185,1041540,61696037,,message,0
24221185,1041541,61696050,2016-04-19 11:05:05-04:00,message,1
24221185,1042291,61701270,,message,0
24221185,1042292,61701281,,message,0
24221185,1042293,61701285,2016-08-22 16:19:33-04:00,message,3
24221185,1042294,61704595,2016-04-20 17:30:57-04:00,message,1
24221185,1042513,61704801,2016-04-21 10:17:32-04:00,message,2
24221185,1043518,61710683,,message,0
24221185,1043519,61710692,2016-04-21 08:57:43-04:00,message,2
24221185,1043520,61710698,,message,0
24221185,1043521,61710702,,message,0
24221185,1043522,61710705,,message,0
24221185,1043523,61710712,,message,0
24221185,1043524,61710716,,message,0
24221185,1043525,61710717,,message,0
24221185,1045256,61716448,,message,0
24221185,1054987,61775490,2016-05-02 14:10:14-04:00,message,1
24221185,1054988,61775495,,message,0
24221185,1056454,61780565,2016-05-03 11:04:19-04:00,message,1
24221185,1057924,61793720,2016-05-04 10:31:16-04:00,message,1
24221185,1058385,61794922,,message,0
24221185,1065370,61822861,,message,0
24221185,1074900,61856873,,message,0
24221185,1075850,61865681,2016-05-20 10:34:20-04:00,message,1
24221185,1082340,61892026,,message,0
24221185,1088985,61933913,2016-06-02 13:59:20-04:00,message,1
24221185,1090503,61937469,,message,0
24221185,1090504,61937470,,message,0
24221185,1090505,61937473,2016-06-03 16:57:28-04:00,message,2
24221185,1090506,61937569,,message,0
24221185,1090507,61937573,2016-06-03 10:01:24-04:00,message,2
24221185,1094461,61963360,,message,0
24221185,1094704,61964054,2016-06-09 16:54:34-04:00,message,1
24221185,1097167,61976858,2016-06-08 22:59:52-04:00,message,1
24221185,1102711,62013635,2016-06-13 13:38:26-04:00,message,1
24221185,1103455,62014626,2016-11-11 22:50:53-05:00,message,9
24221185,1104845,62019334,,message,0
24221185,1104847,62019337,,message,0
24221185,1104980,62019385,,message,0
24221185,1107222,62025322,2016-06-15 18:46:25-04:00,message,6
24221185,1124868,62333349,,message,0
24221185,1124869,62333357,,message,0
24221185,1134050,62587661,2016-07-11 13:57:52-04:00,message,1
24221185,1134508,62589383,2016-07-11 18:08:20-04:00,message,14
24221185,1134509,62589489,,message,0
24221185,1134510,62589539,,message,0
24221185,1134511,62589609,,message,0
24221185,1134512,62589623,2016-07-21 12:48:02-04:00,message,10
24221185,1134513,62589628,,message,0
24221185,1134514,62589663,,message,0
24221185,1134515,62589666,,message,0
24221185,1134516,62589713,,message,0
24221185,1136006,62605961,,message,0
24221185,1136784,None,2016-07-13 07:42:29-04:00,message,3
24221185,1138328,62635338,,message,0
24221185,1139061,62640310,,message,0
24221185,1143747,62670003,,message,0
24221185,1145236,62677778,,message,0
24221185,1145237,62677784,,message,0
24221185,1145238,62677813,,message,0
24221185,1145239,62677829,2016-07-21 07:16:18-04:00,message,1
24221185,1147222,62684779,2016-07-21 11:00:51-04:00,message,1
24221185,1147508,62685005,2016-07-21 11:15:11-04:00,message,1
24221185,1148031,62686846,2016-07-21 17:00:49-04:00,message,3
24221185,1148032,62687364,,message,0
24221185,1148297,62692282,,message,0
24221185,1149881,62720191,2016-07-25 22:03:23-04:00,message,1
24221185,1149882,62720198,,message,0
24221185,1150368,62721694,,message,0
24221185,1150369,62721706,2016-07-25 15:08:16-04:00,message,1
24221185,1152514,62733446,2016-07-26 16:20:53-04:00,message,1
24221185,1153568,62745802,,message,0
24221185,1155363,62785181,2016-08-01 11:56:19-04:00,message,1
24221185,1155837,62788315,,message,0
24221185,1155838,62788590,,message,0
24221185,1157348,62798570,,message,0
24221185,1157349,62802006,,message,0
24221185,1157681,62806828,,message,0
24221185,1157682,62806847,2016-08-03 10:18:09-04:00,message,1
24221185,1157683,62807515,,message,0
24221185,1157684,62807857,2016-08-03 13:05:36-04:00,message,6
24221185,1160794,62851512,2016-08-08 09:06:18-04:00,message,1
24221185,1162380,62860048,2016-08-09 09:24:30-04:00,message,2
24221185,1162381,62860069,,message,0
24221185,1162382,62860097,,message,0
24221185,1163962,62937740,,message,0
24221185,1163963,62937742,,message,0
24221185,1166328,62955970,,message,0
24221185,1167632,62996997,,message,0
24221185,1167907,62998435,,message,0
24221185,1167908,62998972,,message,0
24221185,1168971,63010382,,message,0
24221185,1175346,63103010,,message,0
24221185,1175347,63103543,,message,0
24221185,1175348,63103569,,message,0
24221185,1175349,63103574,,message,0
24221185,1175350,63103580,,message,0
24221185,1175351,63103599,,message,0
24221185,1175352,63103607,,message,0
24221185,1175353,63103615,,message,0
24221185,1175354,63103623,,message,0
24221185,1176845,63109828,,message,0
24221185,1178575,63116936,,message,0
24221185,1179315,63121508,,message,0
24221185,1184964,63150820,,message,0
24221185,1187268,63164386,,message,0
24221185,1190904,63187831,,message,0
24221185,1194416,63200936,,message,0
24221185,1198573,63213713,2016-09-16 10:53:48-04:00,message,3
24221185,1208026,63270893,,message,0
24221185,1208027,63270898,,message,0
24221185,1208540,63271140,2016-09-28 09:04:06-04:00,message,3
24221185,1212276,63284880,,message,0
24221185,1215432,63300956,2016-09-30 11:29:58-04:00,message,3
24221185,1218507,63320438,,message,0
24221185,1221656,63339532,2016-10-06 11:18:32-04:00,message,1
24221185,1223975,63346506,,message,0
24221185,1224960,63363049,,message,0
24221185,1231499,63389584,,message,0
24221185,1234768,63406318,2016-10-17 15:18:32-04:00,message,1
24221185,1235014,63406579,,message,0
24221185,1237019,63412180,2016-10-30 23:09:02-04:00,message,1
24221185,1245181,63444916,,message,0
24221185,1247572,63455772,,message,0
24221185,1247824,63457671,2016-10-26 17:32:31-04:00,message,1
24221185,1251634,63492613,2016-12-01 08:16:06-05:00,message,3
24221185,1254823,63508153,2016-11-04 12:18:18-04:00,message,1
24221185,1258861,63538069,,message,0
24221185,1258862,63538073,2017-01-11 16:07:38-05:00,message,7
24221185,1258863,63538078,,message,0
24221185,1261010,63547363,2016-11-11 11:36:09-05:00,message,1
24221185,1261011,63549684,,message,0
24221185,1263166,63568501,,message,0
24221185,1263167,63568507,,message,0
24221185,1263877,63571359,2016-11-14 18:52:57-05:00,message,2
24221185,1265344,63583911,,message,0
24221185,1265854,63584661,2016-11-16 13:07:28-05:00,message,1
24221185,1265855,63585311,,message,0
24221185,1265856,63585322,,message,0
24221185,1265857,63585336,,message,0
24221185,1267559,63597034,,message,0
24221185,1269209,63615356,,message,0
24221185,1271611,63627351,2016-11-23 11:28:50-05:00,message,1
24221185,1275487,63659008,,message,0
24221185,1275488,63661734,,message,0
24221185,1275489,63661756,,message,0
24221185,1275490,63661768,,message,0
24221185,1275491,63661776,,message,0
24221185,1275492,63661781,2016-11-30 09:10:17-05:00,message,6
24221185,1275493,63661787,2016-12-01 05:16:40-05:00,message,1
24221185,1275494,63661793,,message,0
24221185,1276183,63663685,,message,0
24221185,1276287,63664786,,message,0
24221185,1280910,63811647,2017-01-04 11:42:12-05:00,message,3
24221185,1283388,63958836,2016-12-09 18:11:34-05:00,message,11
24221185,1283389,63960114,,message,0
24221185,1283390,63960118,2016-12-09 18:58:28-05:00,message,1
24221185,1286042,64056892,,message,0
24221185,1287964,64090292,,message,0
24221185,1287965,64090299,,message,0
24221185,1287966,64090356,,message,0
24221185,1291859,64349102,2016-12-29 22:39:11-05:00,message,2
24221185,1291860,64349109,2016-12-29 14:43:38-05:00,message,1
24221185,1292836,64440905,,message,0
24221185,1292837,64440919,,message,0
24221185,1292838,64440940,2017-01-04 07:02:17-05:00,message,9
24221185,1292844,64440970,2017-01-03 14:38:33-05:00,message,1
24221185,1293108,64441055,,message,0
24221185,1293107,64441012,,message,0
24221185,1293106,64440990,,message,0
24221185,1293109,64451388,2017-01-07 12:43:01-05:00,message,5
24221185,1293110,64466894,2017-01-04 11:09:12-05:00,message,1
24221185,1294777,64493676,,message,0
24221185,1294976,64494323,2017-01-05 14:49:00-05:00,message,2
24221185,1294977,64494338,2017-01-05 13:37:01-05:00,message,1
24221185,1294978,64494364,2017-01-05 14:17:57-05:00,message,2
24221185,1294979,64494381,2017-01-05 16:21:24-05:00,message,8
24221185,1294980,64494394,,message,0
24221185,1294981,64494438,2017-01-05 13:36:23-05:00,message,1
24221185,1298752,64631911,2017-01-10 14:15:51-05:00,message,1
24221185,1298753,64631943,2017-01-10 14:05:41-05:00,message,1
24221185,1299675,64635448,2017-01-10 18:48:32-05:00,message,1
24221185,1301864,64740661,2017-01-12 15:35:36-05:00,message,1
24221185,1301865,64740811,,message,0
